,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,upper,middle,lower,rsi
145,600546.SH,20211101,8.77,9.24,8.64,9.07,8.81,0.26,2.9512,870691.39,782182.325,13.927218474526747,11.174499999999995,8.421781525473243,27.241694962465168
144,600546.SH,20211102,9.11,9.45,8.75,9.04,9.07,-0.03,-0.3308,702441.35,633108.106,13.560133167956396,10.936499999999993,8.312866832043591,26.877618103657575
143,600546.SH,20211103,9.12,9.43,8.89,9.23,9.04,0.19,2.1018,811026.41,744125.646,13.394076877926512,10.772999999999993,8.151923122073473,33.61994986135565
142,600546.SH,20211104,8.99,9.13,8.89,9.09,9.23,-0.14,-1.5168,561635.24,507018.884,13.175436190056107,10.597499999999993,8.019563809943879,31.08555599492775
141,600546.SH,20211105,9.1,9.11,8.52,8.59,9.09,-0.5,-5.5006,651753.62,570072.11,13.06347325479623,10.427499999999993,7.791526745203756,23.494971953220855
140,600546.SH,20211108,8.58,8.72,8.5,8.54,8.59,-0.05,-0.5821,549109.82,471834.229,12.627772081392143,10.194999999999993,7.762227918607843,22.826120155624658
139,600546.SH,20211109,8.54,8.59,8.32,8.38,8.54,-0.16,-1.8735,596261.86,501982.254,12.35947838057095,10.000499999999992,7.641521619429033,20.57674045442652
138,600546.SH,20211110,8.33,8.4,8.0,8.18,8.38,-0.2,-2.3866,626071.93,510754.471,12.267900090969427,9.849499999999994,7.431099909030561,17.926860655165065
137,600546.SH,20211111,8.25,8.33,8.14,8.25,8.18,0.07,0.8557,457620.7,376697.266,12.137905676957086,9.703499999999995,7.2690943230429035,22.138228397665195
136,600546.SH,20211112,8.19,8.27,8.13,8.15,8.25,-0.1,-1.2121,428959.83,351047.559,11.911088137704182,9.535499999999995,7.159911862295809,20.348308333395444
135,600546.SH,20211115,8.12,8.2,8.02,8.08,8.15,-0.07,-0.8589,459144.9,371943.114,11.470781216873633,9.333499999999995,7.196218783126358,19.054227500049244
134,600546.SH,20211116,8.11,8.11,7.83,7.88,8.08,-0.2,-2.4752,486505.04,386685.005,11.013279508346876,9.133499999999994,7.2537204916531115,15.643285927696162
133,600546.SH,20211117,7.87,8.04,7.84,8.01,7.88,0.13,1.6497,377157.38,300708.897,10.796625204319627,8.999499999999994,7.202374795680362,25.978832900311065
132,600546.SH,20211118,8.21,8.34,8.0,8.01,8.01,0.0,0.0,880639.63,716897.822,10.44238186375029,8.849999999999994,7.2576181362496985,25.978832900311062
131,600546.SH,20211119,8.0,8.14,7.82,8.12,8.01,0.11,1.3733,676339.02,542134.228,10.20223870619071,8.738499999999995,7.274761293809279,35.59390613080862
130,600546.SH,20211122,8.18,8.25,8.02,8.07,8.12,-0.05,-0.6158,601925.14,487498.06,9.841328806799925,8.613999999999994,7.386671193200063,33.23885020205899
129,600546.SH,20211123,8.06,8.36,7.99,8.25,8.07,0.18,2.2305,888560.64,733477.419,9.516221697122768,8.516999999999994,7.517778302877221,48.079374313195586
128,600546.SH,20211124,8.34,8.4,8.11,8.31,8.25,0.06,0.7273,889369.5,733356.2,9.27460735131277,8.445499999999994,7.616392648687218,52.31902925131412
127,600546.SH,20211125,8.31,8.34,8.1,8.13,8.31,-0.18,-2.1661,640707.04,523842.111,9.227680297978939,8.409499999999994,7.59131970202105,40.433163588862605
126,600546.SH,20211126,7.97,8.1,7.86,7.93,8.13,-0.2,-2.46,535001.28,426201.231,9.187436128905967,8.365499999999994,7.543563871094021,31.033029461569022
125,600546.SH,20211129,7.72,7.95,7.65,7.94,7.93,0.01,0.1261,397177.64,311036.826,9.083439151903436,8.308999999999994,7.534560848096552,31.98182482603345
124,600546.SH,20211130,7.94,8.22,7.94,8.04,7.94,0.1,1.2594,604646.92,489762.46,8.964234712702668,8.258999999999995,7.553765287297323,41.619655732766105
123,600546.SH,20211201,8.04,8.18,7.95,8.15,8.04,0.11,1.3682,476889.62,386082.232,8.752265931701228,8.204999999999995,7.657734068298762,50.81844220728061
122,600546.SH,20211202,8.13,8.17,8.05,8.06,8.15,-0.09,-1.1043,381484.89,308775.968,8.52289274492166,8.153499999999996,7.784107255078332,44.01001941686645
121,600546.SH,20211203,8.09,8.38,7.85,8.26,8.06,0.2,2.4814,1173939.21,959245.775,8.452474246176806,8.136999999999995,7.821525753823185,58.74802325531766
120,600546.SH,20211206,8.2,8.49,8.17,8.32,8.26,0.06,0.7264,1282234.52,1069084.421,8.39665845636322,8.125999999999994,7.855341543636768,62.31874650003147
119,600546.SH,20211207,8.39,8.46,8.18,8.45,8.32,0.13,1.5625,946568.26,790110.369,8.414629795007205,8.129499999999995,7.844370204992784,69.24112343586597
118,600546.SH,20211208,8.46,8.46,8.23,8.33,8.45,-0.12,-1.4201,783580.64,650525.264,8.434664240379702,8.136999999999995,7.839335759620289,57.53347555357834
117,600546.SH,20211209,8.3,8.36,8.21,8.23,8.33,-0.1,-1.2005,664529.31,549001.346,8.432270146995725,8.135999999999994,7.839729853004263,49.212389732792786
116,600546.SH,20211210,8.22,8.34,8.2,8.23,8.23,0.0,0.0,739008.73,611452.645,8.439065210281855,8.139999999999993,7.840934789718132,49.212389732792786
115,600546.SH,20211213,8.25,8.44,8.25,8.41,8.23,0.18,2.1871,973769.25,816152.56,8.47620455111091,8.156499999999992,7.836795448889073,63.06038143926719
114,600546.SH,20211214,8.41,8.41,8.1,8.11,8.41,-0.3,-3.5672,874858.97,717538.804,8.462659125093818,8.167999999999992,7.873340874906167,40.8070773223105
113,600546.SH,20211215,8.11,8.35,8.08,8.26,8.11,0.15,1.8496,623312.54,512468.455,8.468421864402606,8.180499999999991,7.892578135597377,51.1502053910552
112,600546.SH,20211216,8.25,9.09,8.25,9.09,8.26,0.83,10.0484,1600638.76,1419348.922,8.714977887109132,8.234499999999993,7.754022112890855,77.38693301643794
111,600546.SH,20211217,9.5,9.5,8.87,8.89,9.09,-0.2,-2.2002,1888596.2,1722886.048,8.828197262241902,8.272999999999993,7.717802737758083,66.98409640891553
110,600546.SH,20211220,8.84,8.95,8.42,8.46,8.89,-0.43,-4.8369,1057690.3,909757.771,8.845197928348611,8.292499999999993,7.739802071651376,49.73501118153039
109,600546.SH,20211221,8.41,8.85,8.34,8.75,8.46,0.29,3.4279,1066969.45,925392.182,8.904419926396125,8.317499999999994,7.7305800736038615,58.403806403080004
108,600546.SH,20211222,8.62,8.88,8.55,8.79,8.75,0.04,0.4571,719808.84,628479.19,8.963441315560338,8.341499999999993,7.719558684439648,59.558233496037886
107,600546.SH,20211223,8.8,9.07,8.68,8.98,8.79,0.19,2.1615,860319.08,764479.334,9.056440331926119,8.383999999999993,7.711559668073868,65.08202002927374
106,600546.SH,20211224,8.94,8.97,8.68,8.71,8.98,-0.27,-3.0067,635959.29,558985.559,9.075781739941396,8.422999999999993,7.7702182600585905,52.787093707646235
105,600546.SH,20211227,8.71,8.86,8.54,8.65,8.71,-0.06,-0.6889,559872.88,486218.181,9.07876687804592,8.458499999999994,7.838233121954067,50.2553710825716
104,600546.SH,20211228,8.65,8.68,8.21,8.39,8.65,-0.26,-3.0058,726241.93,608595.35,9.067114202164746,8.475999999999994,7.884885797835241,40.22369172790069
103,600546.SH,20211229,8.35,8.49,8.33,8.36,8.39,-0.03,-0.3576,402154.09,337943.586,9.061313882922972,8.486499999999992,7.9116861170770125,39.14185501649683
102,600546.SH,20211230,8.35,8.39,8.28,8.32,8.36,-0.04,-0.4785,425589.4,354654.557,9.04621656276444,8.499499999999992,7.952783437235545,37.52696406448295
101,600546.SH,20211231,8.28,8.34,8.2,8.21,8.32,-0.11,-1.3221,443438.48,365965.073,9.048510652663186,8.496999999999993,7.9454893473368005,33.029955398970316
100,600546.SH,20220104,8.51,8.67,8.36,8.39,8.21,0.18,2.1924,845793.62,717502.004,9.04834943187062,8.500499999999994,7.952650568129368,45.786874586201506
99,600546.SH,20220105,8.35,8.39,8.17,8.28,8.39,-0.11,-1.3111,515390.58,425964.377,9.047935248028834,8.491999999999994,7.936064751971154,40.17483479286067
98,600546.SH,20220106,8.2,8.34,8.2,8.28,8.28,0.0,0.0,394143.5,326581.447,9.048766483888338,8.489499999999994,7.9302335161116515,40.17483479286068
97,600546.SH,20220107,8.24,8.45,8.22,8.39,8.28,0.11,1.3285,538478.37,449615.886,9.046166565411975,8.497499999999993,7.948833434588012,49.14983734559156
96,600546.SH,20220110,8.4,8.55,8.36,8.55,8.39,0.16,1.907,537087.55,453968.983,9.048524298514414,8.513499999999995,7.978475701485577,59.70202374778285
95,600546.SH,20220111,8.45,8.49,8.33,8.38,8.55,-0.17,-1.9883,466527.3,392977.482,9.048343173724433,8.511999999999995,7.975656826275557,47.210875858757504
94,600546.SH,20220112,8.41,8.44,8.31,8.42,8.38,0.04,0.4773,329829.58,276326.305,9.033538536082943,8.527499999999993,8.021461463917042,50.15545511514547
93,600546.SH,20220113,8.44,8.69,8.43,8.47,8.42,0.05,0.5938,686600.11,587310.635,9.029918692469618,8.537999999999993,8.046081307530368,54.00394733987943
92,600546.SH,20220114,8.34,8.38,8.15,8.18,8.47,-0.29,-3.4238,592257.05,486139.545,8.937915536326372,8.492499999999994,8.047084463673617,35.12723990300156
91,600546.SH,20220117,8.18,8.78,8.15,8.6,8.18,0.42,5.1345,1058401.77,901845.31,8.888199951244559,8.477999999999993,8.067800048755426,59.64323845608853
90,600546.SH,20220118,8.62,9.27,8.51,9.07,8.6,0.47,5.4651,1435397.08,1285423.845,8.992825303903368,8.508499999999993,8.024174696096617,73.22895084238246
89,600546.SH,20220119,9.22,9.4,8.94,9.02,9.07,-0.05,-0.5513,967040.53,883205.29,9.045931293206461,8.521999999999993,7.998068706793525,70.21158295187865
88,600546.SH,20220120,8.99,9.17,8.71,9.02,9.02,0.0,0.0,666956.3,597393.032,9.089567441953779,8.533499999999993,7.977432558046206,70.21158295187865
87,600546.SH,20220121,9.92,9.92,9.92,9.92,9.02,0.9,9.9778,251019.93,249011.771,9.383605846075715,8.580499999999994,7.777394153924272,85.5957005486034
86,600546.SH,20220124,10.4,10.71,9.93,10.26,9.92,0.34,3.4274,2291835.35,2348213.93,9.745080493800298,8.657999999999992,7.570919506199687,88.328304887492
85,600546.SH,20220125,10.1,10.16,9.37,9.64,10.26,-0.62,-6.0429,1338941.41,1303639.415,9.875744409360077,8.707499999999992,7.5392555906399075,62.417327284070176
84,600546.SH,20220126,9.69,9.82,9.35,9.72,9.64,0.08,0.8299,861764.03,828700.963,10.011730180613261,8.773999999999994,7.536269819386726,64.05022730738519
83,600546.SH,20220127,9.77,10.08,9.61,9.65,9.72,-0.07,-0.7202,859485.71,846066.394,10.116987778588804,8.838499999999994,7.560012221411185,61.25570380518288
82,600546.SH,20220128,9.5,9.9,9.04,9.12,9.65,-0.53,-5.4922,801251.47,747237.506,10.139535685458922,8.878499999999995,7.61746431454107,43.86651566500814
81,600546.SH,20220207,9.32,9.74,9.27,9.61,9.12,0.49,5.3728,753300.6,720706.629,10.208758306856517,8.948499999999996,7.688241693143474,57.31114268449793
80,600546.SH,20220208,10.0,10.55,9.7,10.28,9.61,0.67,6.9719,1050486.37,1053703.966,10.401206169917101,9.042999999999996,7.6847938300828895,69.35461678533076
79,600546.SH,20220209,10.05,10.62,9.98,10.35,10.28,0.07,0.6809,978745.69,1014188.915,10.57025946002154,9.146499999999996,7.722740539978453,70.40153073792773
78,600546.SH,20220210,10.04,10.47,9.85,10.46,10.35,0.11,1.0628,710102.63,724533.056,10.730104692790869,9.255499999999996,7.780895307209123,72.1928705619885
77,600546.SH,20220211,10.46,11.3,10.3,10.71,10.46,0.25,2.3901,1048587.54,1128138.979,10.918733337283328,9.371499999999996,7.8242666627166635,76.13241323615944
76,600546.SH,20220214,10.65,10.93,10.47,10.58,10.71,-0.13,-1.2138,614209.42,657417.968,11.05724871784732,9.472999999999995,7.888751282152669,69.94864052106816
75,600546.SH,20220215,10.36,10.47,10.13,10.21,10.58,-0.37,-3.4972,564049.95,580270.716,11.096185019839528,9.564499999999997,8.032814980160467,54.75813605358885
74,600546.SH,20220216,10.18,10.66,10.12,10.63,10.21,0.42,4.1136,550303.27,571208.891,11.17909441193057,9.674999999999997,8.170905588069424,65.0861987607537
73,600546.SH,20220217,10.51,10.71,10.39,10.59,10.63,-0.04,-0.3763,464977.56,490208.706,11.22820281923466,9.780999999999997,8.333797180765334,63.431290696744945
72,600546.SH,20220218,10.55,11.24,10.5,10.88,10.59,0.29,2.7384,667104.13,728052.763,11.239032879410319,9.915999999999997,8.592967120589675,70.05534058410451
71,600546.SH,20220221,10.96,11.57,10.85,11.46,10.88,0.58,5.3309,734632.38,828073.307,11.400281476797764,10.058999999999997,8.717718523202231,79.12879596440948
70,600546.SH,20220222,11.3,11.96,11.12,11.81,11.46,0.35,3.0541,772491.86,886538.276,11.65939878365422,10.195999999999998,8.732601216345776,82.88430751334465
69,600546.SH,20220223,11.67,11.75,11.13,11.28,11.81,-0.53,-4.4877,777054.07,880202.505,11.740389534683253,10.308999999999997,8.877610465316742,62.46122943441578
68,600546.SH,20220224,11.05,11.42,10.92,11.17,11.28,-0.11,-0.9752,659087.54,738875.779,11.765058860413914,10.416499999999996,9.067941139586077,58.84969968312886
67,600546.SH,20220225,11.1,11.5,10.46,10.74,11.17,-0.43,-3.8496,823674.58,906684.184,11.792983058672291,10.457499999999998,9.122016941327704,46.29351164426081
66,600546.SH,20220228,10.65,11.19,10.63,11.07,10.74,0.33,3.0726,552020.08,606351.562,11.85600736375055,10.497999999999998,9.139992636249445,55.11329668380169
65,600546.SH,20220301,11.19,11.43,10.99,11.37,11.07,0.3,2.71,479513.95,538646.356,11.933239782167332,10.584499999999997,9.235760217832661,61.93303962202561
64,600546.SH,20220302,11.52,11.75,11.37,11.52,11.37,0.15,1.3193,467255.88,540225.776,12.020701693655397,10.674499999999998,9.3282983063446,65.11329166009115
63,600546.SH,20220303,11.71,12.41,11.61,12.18,11.52,0.66,5.7292,688189.37,836482.482,12.212253343663251,10.800999999999998,9.389746656336746,75.79178583154173
62,600546.SH,20220304,12.45,13.4,12.02,13.15,12.18,0.97,7.9639,1199006.8,1553800.088,12.541212123823295,11.002499999999998,9.463787876176701,84.27867094309424
61,600546.SH,20220307,13.6,13.79,12.58,12.9,13.15,-0.25,-1.9011,1346027.84,1760163.792,12.776870802269771,11.166999999999998,9.557129197730225,76.03452060672599
60,600546.SH,20220308,12.71,13.06,12.0,12.08,12.9,-0.82,-6.3566,805531.76,1001303.704,12.859698973606957,11.256999999999998,9.654301026393039,54.89777722332536
59,600546.SH,20220309,12.14,13.03,12.05,12.8,12.08,0.72,5.9603,1022907.95,1288246.525,13.058862676732085,11.379499999999998,9.700137323267912,65.11560081253927
58,600546.SH,20220310,12.3,13.45,11.95,13.26,12.8,0.46,3.5938,1088335.37,1402646.523,13.330582273117603,11.519499999999997,9.708417726882391,70.27793398686215
57,600546.SH,20220311,12.95,13.62,12.85,13.01,13.26,-0.25,-1.8854,1075408.14,1423940.485,13.516089487640919,11.634499999999997,9.752910512359076,64.09230202614069
56,600546.SH,20220314,12.7,13.35,12.25,12.27,13.01,-0.74,-5.6879,919644.36,1180968.106,13.554809358294282,11.718999999999998,9.883190641705713,48.8271958029011
55,600546.SH,20220315,12.19,12.26,11.04,11.04,12.27,-1.23,-10.0244,920546.01,1038555.754,13.49257938617175,11.760499999999997,10.028420613828244,33.101833803123206
54,600546.SH,20220316,11.0,11.15,10.47,11.0,11.04,-0.04,-0.3623,840413.8,906570.617,13.469797444994814,11.778999999999996,10.088202555005179,32.69096540328052
53,600546.SH,20220317,11.14,11.73,10.73,11.44,11.0,0.44,4.0,767565.37,864736.297,13.431410245945724,11.821499999999997,10.21158975405427,42.16650698071284
52,600546.SH,20220318,11.51,12.52,11.44,12.44,11.44,1.0,8.7413,791281.05,957532.697,13.470072825436972,11.899499999999996,10.32892717456302,58.21087265742197
51,600546.SH,20220321,12.5,13.2,12.31,13.05,12.44,0.61,4.9035,638766.97,820423.024,13.612253195313299,11.978999999999996,10.345746804686692,65.26470591494387
50,600546.SH,20220322,13.1,13.6,13.04,13.39,13.05,0.34,2.6054,598461.83,796157.81,13.800132027144048,12.057999999999996,10.315867972855944,68.78847327302
49,600546.SH,20220323,13.15,13.7,12.98,13.42,13.39,0.03,0.224,602783.1,802115.106,13.96477220780882,12.164999999999996,10.36522779219117,69.12016512344034
48,600546.SH,20220324,13.5,13.87,13.35,13.76,13.42,0.34,2.5335,489579.3,670161.375,14.160752662423013,12.294499999999996,10.428247337576979,73.01964243329333
47,600546.SH,20220325,13.56,13.92,13.26,13.47,13.76,-0.29,-2.1076,463605.98,630116.15,14.220255711183054,12.430999999999994,10.641744288816934,64.66204939130779
46,600546.SH,20220328,13.61,13.88,13.3,13.61,13.47,0.14,1.0393,480472.01,654958.327,14.302839247610208,12.557999999999996,10.813160752389784,66.85946553174166
45,600546.SH,20220329,13.39,14.26,13.38,14.16,13.61,0.55,4.0411,614894.43,859395.371,14.485693222222146,12.697499999999994,10.909306777777843,74.37220183811534
44,600546.SH,20220330,14.16,14.27,13.18,13.2,14.16,-0.96,-6.7797,669220.54,907012.574,14.496904034040169,12.781499999999994,11.06609596595982,50.42800723617636
43,600546.SH,20220331,13.19,13.98,13.14,13.8,13.2,0.6,4.5455,654132.84,887810.734,14.609347159885868,12.862499999999994,11.11565284011412,60.06970254513465
42,600546.SH,20220401,13.61,13.96,13.1,13.3,13.8,-0.5,-3.6232,674565.01,904657.228,14.622997432970513,12.869999999999994,11.117002567029475,50.28862340464845
41,600546.SH,20220406,13.26,13.4,12.54,12.95,13.3,-0.35,-2.6316,495468.37,635379.009,14.62580402383652,12.872499999999993,11.119195976163466,44.23792721409697
40,600546.SH,20220407,12.95,13.55,12.87,13.27,12.95,0.32,2.471,513370.01,681419.515,14.65418001382009,12.931999999999993,11.209819986179896,50.740547047556305
39,600546.SH,20220408,13.3,13.83,13.1,13.56,13.27,0.29,2.1854,554659.31,750672.951,14.712274375637017,12.969999999999994,11.22772562436297,56.28443922112552
38,600546.SH,20220411,13.0,13.68,12.9,13.3,13.56,-0.26,-1.9174,519272.28,691783.851,14.715692633465302,12.971999999999994,11.228307366534686,50.20543405313656
37,600546.SH,20220412,13.37,13.83,13.3,13.4,13.3,0.1,0.7519,478241.74,647728.014,14.745150763407963,12.991499999999993,11.237849236592023,52.56976021317704
36,600546.SH,20220413,13.36,14.74,13.3,14.58,13.4,1.18,8.806,863358.36,1230788.724,14.956995675670937,13.106999999999994,11.257004324329051,71.63839219148025
35,600546.SH,20220414,14.46,15.85,14.02,15.6,14.58,1.02,6.9959,899548.04,1349665.472,15.233172805621567,13.334999999999994,11.43682719437842,79.98512497388177
34,600546.SH,20220415,15.99,16.97,14.69,14.9,15.6,-0.7,-4.4872,1155603.73,1812936.619,15.218300921045024,13.529999999999992,11.84169907895496,64.38148946494493
33,600546.SH,20220418,14.61,15.25,14.49,14.71,14.9,-0.19,-1.2752,627663.81,928471.72,15.15920494984548,13.693499999999991,12.227795050154503,60.53503851016959
32,600546.SH,20220419,15.0,15.44,14.66,15.05,14.71,0.34,2.3114,567724.93,856465.952,15.284799780942453,13.823999999999993,12.363200219057532,65.02244296659629
31,600546.SH,20220420,14.78,15.25,13.85,14.05,15.05,-1.0,-6.6445,556605.77,807033.723,15.293273053362755,13.873999999999992,12.454726946637228,46.40100399042361
30,600546.SH,20220421,14.34,14.49,13.45,13.53,14.05,-0.52,-3.7011,490966.54,682654.861,15.292012402497463,13.880999999999991,12.46998759750252,39.36611701244718
29,600546.SH,20220422,13.27,14.05,13.16,13.41,13.53,-0.12,-0.8869,575700.76,782722.936,15.29217241242493,13.880499999999993,12.468827587575054,37.779945231067394
28,600546.SH,20220425,12.49,12.74,12.07,12.07,13.41,-1.34,-9.9925,528680.07,643436.569,15.413694655984772,13.795999999999992,12.178305344015213,24.533646560631954
27,600546.SH,20220426,11.83,11.85,10.86,11.08,12.07,-0.99,-8.2022,955310.43,1063650.482,15.67996974022615,13.67649999999999,11.67303025977383,18.715892035876074
26,600546.SH,20220427,11.17,12.16,11.16,12.15,11.08,1.07,9.657,646344.02,753707.622,15.714833938533191,13.603499999999988,11.492166061466785,37.83504813567265
25,600546.SH,20220428,12.2,13.31,12.16,13.28,12.15,1.13,9.3004,738817.66,948458.036,15.659256890690532,13.559499999999986,11.45974310930944,52.1102322363158
24,600546.SH,20220429,13.44,14.05,12.94,14.05,13.28,0.77,5.7982,801528.03,1080619.64,15.705336397251367,13.601999999999986,11.498663602748605,59.68099224741798
23,600546.SH,20220505,14.35,14.35,13.61,13.82,14.05,-0.23,-1.637,1047392.26,1455533.537,15.706730971394034,13.602999999999986,11.499269028605937,56.480521908836266
22,600546.SH,20220506,13.42,14.85,13.37,14.11,13.82,0.29,2.0984,828435.82,1180216.409,15.753516824578028,13.643499999999985,11.533483175421942,59.746636059979764
21,600546.SH,20220509,13.97,13.97,13.18,13.74,14.11,-0.37,-2.6223,636717.1,866676.864,15.769049855588829,13.682999999999987,11.596950144411146,53.58907262503463
20,600546.SH,20220510,13.21,13.62,12.75,13.29,13.74,-0.45,-3.2751,693979.95,913128.427,15.769276000917419,13.683999999999989,11.598723999082559,46.58243497079215
19,600546.SH,20220511,13.25,14.38,13.15,14.27,13.29,0.98,7.374,747834.44,1037724.196,15.819247365756713,13.719499999999988,11.619752634243262,60.18626382171863
18,600546.SH,20220512,14.5,14.64,13.49,13.69,14.27,-0.58,-4.0645,892991.47,1251503.918,15.830027498624164,13.738999999999987,11.64797250137581,50.9678437107668
17,600546.SH,20220513,13.6,14.23,13.34,13.94,13.69,0.25,1.8262,656117.14,912875.136,15.852762085145859,13.765999999999988,11.679237914854117,54.56717725147256
16,600546.SH,20220516,14.11,14.84,14.0,14.82,13.94,0.88,6.3128,889697.88,1288430.434,15.88600000000053,13.777999999999988,11.669999999999446,65.32040846327826
15,600546.SH,20220517,14.72,15.05,14.43,14.99,14.82,0.17,1.1471,778697.76,1151344.405,15.764873292180262,13.747499999999988,11.730126707819714,67.12422655217179
14,600546.SH,20220518,14.88,15.2,14.48,14.54,14.99,-0.45,-3.002,534513.7,786029.275,15.71153405621646,13.729499999999991,11.747465943783522,57.606464848488
13,600546.SH,20220519,14.2,14.82,14.08,14.75,14.54,0.21,1.4443,555167.2,800226.33,15.71756419835859,13.731499999999992,11.745435801641394,60.72506060230393
12,600546.SH,20220520,14.79,15.95,14.79,15.85,14.75,1.1,7.4576,845291.53,1305954.573,15.889983183790132,13.771499999999993,11.653016816209853,73.14343112937635
11,600546.SH,20220523,15.92,16.34,15.52,15.92,15.85,0.07,0.4416,771258.38,1228842.16,16.180318552597377,13.864999999999991,11.549681447402605,73.77660731102719
10,600546.SH,20220524,15.77,16.39,15.4,15.45,15.92,-0.47,-2.9523,642964.14,1024690.447,16.370115190272458,13.960999999999993,11.55188480972753,61.999393784063884
9,600546.SH,20220525,15.7,16.15,15.16,16.11,15.45,0.66,4.2718,698739.8,1094935.252,16.66385046293617,14.095999999999993,11.528149537063813,70.0546679431742
8,600546.SH,20220526,16.11,17.72,15.95,17.4,16.11,1.29,8.0074,1107129.65,1873089.339,17.132358299625004,14.362499999999992,11.592641700374982,79.9988916322003
7,600546.SH,20220527,17.41,18.15,17.06,17.61,17.4,0.21,1.2069,852416.18,1504797.258,17.37228082764393,14.688999999999993,12.005719172356056,81.21734671502087
6,600546.SH,20220530,17.8,18.32,17.19,18.31,17.61,0.7,3.975,679934.63,1204351.339,17.852444623872294,14.996999999999995,12.141555376127696,84.89748902068044
5,600546.SH,20220531,18.06,18.2,17.55,17.94,18.31,-0.37,-2.0208,599015.06,1066081.006,18.24314453685864,15.229999999999995,12.21685546314135,75.5129289885982
4,600546.SH,20220601,17.75,19.73,17.51,19.5,17.94,1.56,8.6957,793890.81,1462093.738,18.98820150758798,15.502499999999994,12.016798492412008,84.29583248440936
3,600546.SH,20220602,17.58,17.58,16.16,16.27,17.93,-1.66,-9.2582,861220.49,1432841.267,19.036999413833662,15.624999999999995,12.213000586166329,44.57338222968033
2,600546.SH,20220606,16.44,17.9,16.44,17.9,16.27,1.63,10.0184,825391.42,1422014.96,19.289291936217403,15.814499999999992,12.339708063782581,56.8785956439666
1,600546.SH,20220607,17.98,19.45,17.47,18.84,17.9,0.94,5.2514,849549.34,1575807.949,19.644985841113307,16.06949999999999,12.494014158886676,62.62130002011603
0,600546.SH,20220608,19.19,19.85,18.75,19.69,18.84,0.85,4.5117,854175.45,1648349.688,20.05705763417587,16.38949999999999,12.72194236582411,67.34085161282
